AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,330,8.5,0.122,0.75,,,49.86,103700,3,27.88,29.73,43.68,64.62,82.72,57990,61840,90850,134410,172060,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-2043,Hydrologists,detailed,80,28.1,0.03,0.73,,,67.41,140210,5.4,37.5,40.43,64.62,85.46,110.04,78000,84100,134410,177760,228880,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,2190,4.4,0.816,5.95,,,64.09,133310,2,34.78,47.5,64.62,82.72,88.22,72350,98800,134410,172060,183500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,900,3.9,0.337,3.12,,,65.56,136370,1.5,38.77,52.49,64.62,81.9,88.22,80640,109180,134410,170360,183500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,450,8.8,0.166,3.08,,,45,93590,4.4,23.84,30.83,46.24,60.15,60.15,49590,64120,96180,125120,125120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3033,Clinical and Counseling Psychologists,detailed,2460,14.5,0.917,1.94,,,56.04,116560,8.7,31.09,46.48,49.36,56.32,92.66,64680,96680,102680,117140,192740,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3034,School Psychologists,detailed,1090,7.1,0.409,0.99,,,46.26,96210,3,30.62,37.1,47.29,56.55,60.31,63690,77170,98370,117630,125450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,630,23.8,0.234,2.45,,,53.7,111700,2.2,25.08,32.77,55.37,69.68,80.5,52170,68160,115170,144930,167440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,150,36.8,0.058,3.02,,,42.29,87960,3.4,31.84,36.12,43.01,44.67,55.71,66220,75130,89450,92900,115880,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,710,2.3,0.264,0.94,,,43.87,91240,0.6,30,34.71,40.25,51.58,63.09,62400,72190,83710,107280,131230,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,210,20.7,0.079,1.56,,,33.56,69810,4.9,18.7,21.91,33.69,39.6,47.35,38900,45560,70070,82380,98490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3092,Geographers,detailed,280,15.7,0.106,10.95,,,47.19,98150,4.5,31.02,34.38,49.81,55.85,61.03,64510,71510,103600,116170,126940,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3093,Historians,detailed,40,16.3,0.017,0.83,,,55.14,114680,4.6,32.86,41.57,53.85,70,76.36,68340,86470,112010,145600,158830,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,100,9.3,0.037,1,,,74.77,155520,7.1,46.79,53.85,72.12,87.33,,97320,112010,150010,181650,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,2170,5.9,0.812,3.5,,,56.7,117930,1.4,33.77,45.28,59.23,67.88,75.77,70250,94180,123200,141190,157590,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4012,Agricultural Technicians,detailed,160,10.1,0.061,0.71,,,27.37,56930,2.4,19.71,22.27,25.68,30.15,33.69,40990,46320,53420,62720,70080,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4013,Food Science Technicians,detailed,690,40.6,0.257,2.57,,,29.38,61100,6.9,22.65,24.83,29.63,31.41,39.99,47120,51650,61640,65330,83180,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,3630,5.1,1.354,2.67,,,25.85,53760,1,18.38,19.66,23.54,29.72,36.83,38240,40900,48970,61810,76600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,1060,19.8,0.396,1.08,,,24.34,50620,7.2,15.05,15.98,21.54,30.88,36.96,31310,33230,44800,64230,76880,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,690,10.1,0.258,1.21,,,26.9,55940,2,18.86,20.53,24.42,31.25,38.02,39240,42700,50790,65010,79080,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4044,Hydrologic Technicians,detailed,60,7.5,0.023,1.16,,,29.54,61440,1.6,14.17,20.93,28.08,35.39,42.82,29480,43540,58410,73610,89070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,720,8.9,0.269,1.32,,,31.33,65170,5.4,22.26,24.33,29.79,32.9,44.29,46310,50610,61950,68440,92120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,100,18.7,0.036,0.19,,,29.96,62310,4.8,22.39,23.79,28.93,32.86,40.14,46570,49480,60170,68350,83490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,440,0.8,0.163,1.42,,,38.2,79460,0.9,23.73,28.71,37.3,45.92,54.05,49350,59720,77580,95510,112420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,4000,7.7,1.493,3.14,,,34.41,71570,2.6,18.81,23.69,31.09,39.87,53.85,39120,49270,64660,82940,112010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,1840,17,0.687,0.85,,,40.51,84260,6,25.81,28.32,38.41,49.32,59.23,53680,58910,79900,102580,123200,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,160,14.2,0.061,0.34,,,35.9,74670,4.9,17.49,25.29,35.14,47.51,53.72,36380,52610,73080,98820,111730,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,5830,2.2,2.179,1.01,,,36.66,76250,1,24.22,29.06,35.11,45.49,52.44,50380,60440,73040,94620,109070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,540,23.7,0.203,0.49,,,41.87,87090,19.5,24.78,25.74,32.24,62.32,63.13,51550,53530,67050,129630,131310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,3900,8.6,1.456,2.61,,,21.54,44800,1.9,15.38,16.1,18.58,22.87,31.22,31990,33490,38650,47560,64930,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,7690,7.1,2.871,1.1,,,29.74,61860,4.3,18.58,21.9,26.18,31.69,41.5,38640,45550,54460,65920,86320,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,1440,14.6,0.538,2.3,,,29.67,61710,4.6,15.46,18.76,24.91,38.98,47.26,32160,39030,51820,81090,98300,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,4030,4.4,1.504,0.65,,,34.55,71870,2.4,20.57,25.82,32.25,40.44,49.6,42780,53700,67070,84110,103170,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,4430,4.6,1.654,1.36,,,31.26,65030,1.7,18.83,24.12,30.63,37.59,41.84,39170,50170,63700,78180,87030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,2140,9.7,0.799,1.06,,,28.94,60200,3.5,17.61,19.43,26.47,34.11,45.56,36630,40410,55060,70960,94760,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,1310,3.8,0.489,1.27,,,35.63,74120,1.4,22.62,25.13,32.02,45.34,52.83,47050,52270,66600,94310,109890,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,1820,4.1,0.678,1.78,,,48.94,101800,2,24.67,30.61,51.32,64.62,72.12,51320,63670,106750,134410,150010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,1180,0.2,0.442,0.78,,,34.34,71430,0.1,25.79,31.2,33.65,38.02,41.56,53640,64900,69990,79080,86440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,6150,5.9,2.296,0.85,,,20.67,42990,0.8,15.39,17.3,19.12,22.8,28.36,32010,35990,39780,47420,58990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,2440,8.4,0.912,2.36,,,25.51,53060,1.8,17.01,19.23,23,31.61,36.49,35380,40000,47850,65750,75910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,4220,5.4,1.577,2.51,,,26.72,55570,1.8,17.02,19.87,24.05,31.96,39.47,35400,41330,50020,66480,82090,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-2011,Clergy,detailed,810,11.8,0.302,0.81,,,30.79,64040,3.2,17.67,22.44,29.51,34.73,47.11,36760,46670,61370,72230,98000,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-2021,"Directors, Religious Activities and Education",detailed,330,18.7,0.121,0.79,,,27.05,56260,7.1,16.54,19.79,23.48,33.07,41.1,34410,41160,48840,68780,85490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,21-2099,"Religious Workers, All Other",detailed,170,23.2,0.063,0.81,,,26.21,54510,10.2,13.25,13.81,25.8,31.43,39.46,27560,28720,53670,65380,82070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,14700,3.8,5.489,1.14,,,76.69,159510,3.1,33.84,46.79,64.62,88.22,,70380,97330,134410,183500,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,90,0,0.033,0.34,,,34.51,71770,1.2,23.36,28.94,30.78,42.43,49.27,48580,60200,64020,88260,102480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,330,0.2,0.124,1.29,,,57.5,119610,0.1,30,35.28,58.79,76.36,87.33,62400,73380,122280,158830,181650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,530,0.1,0.199,1.23,,,,,,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,6190,5.8,2.311,0.99,,,32.73,68070,2.3,20.9,25.07,31.22,37.7,45.24,43480,52150,64940,78410,94100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,760,33.8,0.284,0.87,,,28.97,60250,5.6,20.9,21.34,29.81,33.66,40.54,43470,44380,62010,70020,84330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,2680,3.6,1.002,3.48,,,50.8,105660,2.5,22.52,31.7,45.56,74.52,83.04,46840,65930,94760,155000,172720,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,2180,1.9,0.815,1.49,,,,117550,1.3,,,,,,60130,76190,102960,141920,199880,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,860,3.4,0.32,1.34,,,,120780,3.4,,,,,,62060,80620,106040,140170,207350,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,940,3.3,0.35,1.1,,,,118690,4.5,,,,,,56020,65510,91110,144390,,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,80,1.7,0.028,0.52,,,,110270,1.7,,,,,,53750,79770,106680,116420,211860,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,770,11.3,0.286,1.13,,,,124790,1.5,,,,,,64800,85600,109410,140460,217040,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,130,0.1,0.047,0.95,,,,104590,0.6,,,,,,50430,62260,86810,143660,178450,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,1030,3.4,0.383,1.12,,,,97250,1.6,,,,,,53620,66120,83940,110400,145270,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,180,0.1,0.069,0.89,,,,107890,0.7,,,,,,55720,63360,87420,137750,180270,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,330,0.3,0.121,0.91,,,,107930,1,,,,,,58380,76460,100890,131960,172160,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,190,1.3,0.072,1.53,,,,116540,0.6,,,,,,55620,76990,107230,143370,179360,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,330,2.6,0.125,1.35,,,,132070,1.3,,,,,,62790,68270,106250,170620,225050,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,570,0.1,0.212,2.78,,,,96310,0.7,,,,,,50030,64480,86170,106270,142300,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,160,1.3,0.061,0.76,,,,161920,0.8,,,,,,82200,97600,130620,225420,,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,100,3.2,0.037,1.63,,,,111490,0.6,,,,,,60590,82000,100190,125890,173520,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,250,0.7,0.094,0.83,,,,120990,0.6,,,,,,62420,83110,108430,142120,204080,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,550,2.4,0.204,0.76,,,,117290,1.1,,,,,,52460,64570,85760,129310,205130,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,290,16,0.108,1.28,,,,96930,4.5,,,,,,59490,65870,81840,109640,162670,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,750,0.5,0.279,2.51,,,,85190,0.7,,,,,,40460,59620,78790,103730,136870,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,7640,0.5,2.854,1.92,,,,140550,0.9,,,,,,62690,81240,124430,174090,,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,940,1.6,0.352,0.74,,,,88610,0.7,,,,,,54460,65310,82330,103330,131090,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,860,1.5,0.323,0.81,,,,83950,0.6,,,,,,50300,63340,75920,99570,134150,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,80,0.2,0.031,1.11,,,,98990,0.6,,,,,,65630,65630,87790,113900,142670,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,170,5.8,0.063,0.72,,,,97510,4.2,,,,,,52670,71150,101410,109650,131430,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,170,3.1,0.065,0.68,,,,149150,0.7,,,,,,76400,103110,146080,179580,215620,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,130,0.5,0.049,0.63,,,,96170,0.7,,,,,,61340,64790,82490,109940,164060,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,1930,1.5,0.721,1.08,,,,89190,1.7,,,,,,49220,63600,79890,104640,137280,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,530,1.7,0.2,1.06,,,,88340,0.9,,,,,,51900,60210,82110,107930,140010,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,990,0.5,0.37,0.97,,,,86750,0.5,,,,,,51220,63070,81130,104430,132770,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,310,9.2,0.117,0.85,,,,87030,1.5,,,,,,52480,60640,74040,103880,134580,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,300,1,0.113,0.83,,,,102290,0.5,,,,,,53120,70960,87810,108250,140530,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,230,15.7,0.085,0.63,,,,120650,6.2,,,,,,55620,82260,104910,135680,212220,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,180,0.4,0.067,0.76,,,,86700,1.4,,,,,,50630,56570,75570,100450,170740,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,620,19,0.233,0.32,,,42.08,87530,4.3,24.27,28.39,39.18,49.47,64.18,50480,59050,81500,102910,133490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,3030,2,1.131,1.03,,,,110950,1.2,,,,,,48100,65110,100260,134490,220520,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,8190,8.2,3.059,1.08,,,21.34,44380,2.2,14.41,17.27,18.43,22.61,28.78,29980,35920,38330,47030,59850,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,2050,14.3,0.765,0.98,,,,70430,3.2,,,,,,47380,57260,62210,80910,100590,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,25590,6,9.558,1.03,,,,73500,1.7,,,,,,48800,59860,65370,85170,104630,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,14380,10.9,5.37,1.3,,,,80460,2,,,,,,50700,61800,79310,100350,114160,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,120,37.4,0.045,0.56,,,,59430,18.2,,,,,,37400,48640,60660,60660,92020,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,15240,8.9,5.692,0.83,,,,78580,1,,,,,,51120,61810,78690,96940,107300,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,650,19.5,0.242,0.41,,,,86020,1.6,,,,,,56210,73880,83360,101020,105300,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,2840,9.7,1.06,0.76,,,,74080,2.5,,,,,,46290,58440,65570,91010,105290,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,2760,12.7,1.031,1.76,,,,77580,2,,,,,,52970,61200,77040,95080,102270,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,2510,12.5,0.937,0.9,,,,81280,1.4,,,,,,55950,63810,80460,98390,105480,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,2100,19.6,0.784,2.72,,,,69260,4.4,,,,,,33080,54590,64260,82690,104280,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,1080,18.3,0.403,1.66,,,34.77,72320,8.9,19.17,20.76,27.59,49.57,63.18,39880,43180,57400,103100,131420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,5740,6.9,2.145,1.2,,,24.03,49990,3.3,14.26,16.38,21.75,29.37,38.07,29660,34070,45240,61080,79190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,8300,15.5,3.099,1.06,,,21.43,44570,2.4,14.21,16.76,18.63,24.46,29.83,29550,34850,38750,50870,62050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,2800,8.8,1.045,0.98,,,21.91,45580,2.7,14.37,16.34,20.09,26.86,30.86,29890,33990,41790,55860,64190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,3250,8.2,1.215,1.56,,,,87300,3.6,,,,,,40160,50060,78580,103450,146870,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,550,19,0.204,4.33,,,38.38,79820,9,22.37,24.13,32.22,52.83,61.03,46530,50180,67020,109890,126940,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,200,13.6,0.074,0.9,,,34.71,72200,4.2,21.81,25.86,32.89,40.59,47.73,45360,53790,68400,84430,99280,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,400,3.8,0.148,1.77,,,38.93,80980,2,20.39,25.8,35.39,49.11,62.82,42410,53660,73610,102150,130670,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,3180,4.8,1.187,1.35,,,39.68,82540,1.6,24.48,30.72,38.41,48.76,55.64,50910,63900,79900,101420,115730,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,1520,5.5,0.569,1.13,,,24.21,50360,1,16.98,19.84,23.91,28.58,31.2,35320,41270,49730,59440,64890,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,3000,6.1,1.12,0.82,,,43.01,89470,1.8,25,34.7,41.5,51.04,60.04,52000,72170,86320,106160,124870,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,5360,0.7,2.002,2.08,,,,56100,0.6,,,,,,38350,53120,53120,64030,64030,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,21290,5.2,7.95,0.9,,,,41330,2.6,,,,,,29140,30400,36270,47280,62030,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,1360,13.8,0.508,0.68,,,30.31,63030,6.6,14.83,18.28,26.91,37.63,51.71,30840,38010,55970,78270,107560,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,350,9.7,0.131,0.39,,,47.14,98040,2.9,26.46,36.18,44.83,56.85,71.43,55040,75260,93240,118250,148560,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,100,44.8,0.037,0.97,,,33.71,70130,10.4,22.74,26.63,36.85,39.94,43.07,47300,55390,76640,83080,89580,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,60,49.5,0.023,0.32,,,30.7,63860,14.3,13.25,13.45,31.25,41.47,47.91,27560,27970,65000,86270,99650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,390,15,0.146,0.74,,,45.51,94650,4.1,31.09,37.26,40.77,53.05,62.97,64680,77490,84800,110340,130980,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,650,16.7,0.243,4.98,,,44.96,93520,14.5,14.75,15.9,51.32,61.03,69.32,30670,33070,106750,126940,144190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,330,20.6,0.125,0.61,,,36.6,76120,4.5,20.36,28.44,34.8,40.33,53.9,42350,59160,72390,83890,112100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,,,,,,,24.02,49970,22.9,13.41,24.25,24.56,24.56,29.37,27900,50440,51090,51090,61100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,660,5.6,0.246,0.86,,,18.21,37870,1.4,14.45,15.75,17.85,20.79,22.27,30060,32750,37130,43240,46330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,3230,5.3,1.205,0.86,,,32.76,68150,1.8,17.93,22.74,30.41,39.9,48.73,37290,47300,63250,82990,101360,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,830,16.8,0.31,0.69,,,32.26,67110,3.4,20.45,25.69,31.04,36.71,45.66,42540,53430,64570,76350,94970,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,2130,7.8,0.794,0.69,,,19.83,41240,1.7,14.47,15.88,17.42,21.17,30.79,30100,33020,36220,44030,64050,,
