AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,9470,0.8,3.539,0.83,,,36.54,76000,0.5,25.38,30.55,36.28,41.85,48.61,52790,63550,75460,87040,101100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9011,Animal Control Workers,detailed,150,2.9,0.056,0.74,,,24.33,50610,0.7,17.28,20.09,23.54,27.73,34.13,35940,41790,48960,57680,70980,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9021,Private Detectives and Investigators,detailed,600,12.1,0.226,0.99,,,30.47,63370,1.8,19.06,22.4,27.9,37.24,42.78,39650,46590,58040,77450,88980,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,130,7.1,0.048,0.68,,,22.89,47620,2.2,15.62,17.96,22.29,26.63,32.91,32490,37350,46360,55390,68460,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,27370,1.7,10.221,1.29,,,22.81,47450,1.6,15.14,17,20,25.32,35.65,31480,35360,41610,52660,74150,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,2760,10.7,1.03,1.72,,,17.68,36780,1.2,14.28,15.47,17.07,18.38,21.85,29700,32180,35510,38220,45440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,2720,13.9,1.015,1.25,,,15.38,32000,1.5,13.52,14.14,14.63,15.94,16.92,28120,29400,30430,33150,35200,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9093,Transportation Security Screeners,detailed,800,17.3,0.3,0.95,,,21.92,45590,8,13.67,20.13,23.11,25.4,27.48,28430,41870,48070,52830,57160,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9094,School Bus Monitors,detailed,2700,10.8,1.007,2.12,,,17.58,36560,1.8,14.03,14.69,16.48,19.34,23.68,29190,30550,34270,40220,49250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-9099,"Protective Service Workers, All Other",detailed,1660,12.9,0.621,1.14,,,26.79,55730,6.8,13.25,14.53,23.1,36.79,45.55,27560,30220,48050,76530,94740,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,2730,10.8,1.021,0.9,,,32,66560,2.8,19.81,22.53,30.55,38.8,44.85,41200,46850,63550,80700,93290,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,18580,4,6.938,0.9,,,21.45,44620,1.6,14.45,16.97,19.01,24.47,31.9,30060,35290,39530,50900,66350,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,7950,17.8,2.97,0.67,,,14.98,31160,1.7,13.25,13.68,14.33,16.29,17.23,27560,28460,29810,33890,35840,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,4020,4.6,1.501,0.52,,,19.68,40930,1,15.57,17.32,18.43,21.78,25.59,32380,36020,38330,45300,53220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,20660,7,7.716,0.83,,,17.88,37190,1.1,14.03,15.11,17.21,20.04,22.49,29170,31420,35810,41690,46780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,3480,22.2,1.298,1.56,,,16.29,33890,1.3,13.92,15.01,16.34,17.47,18.02,28960,31230,33980,36340,37480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2019,"Cooks, All Other",detailed,540,22.3,0.202,1.65,,,17.62,36640,2.7,13.45,15.63,17.59,19.11,21.16,27970,32510,36590,39740,44020,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,12450,9,4.648,0.8,,,16.47,34250,1.1,13.67,14.26,15.97,17.57,20.48,28440,29650,33220,36550,42590,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,11490,8.7,4.29,0.92,,,19.24,40020,1.4,13.26,13.81,16.76,22.13,28.5,27590,28710,34860,46020,59280,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,51320,4.6,19.169,0.79,,,15.21,31640,1.2,13.26,13.8,14.41,16.34,17.4,27580,28710,29980,34000,36190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,35160,6.2,13.132,0.89,,,18.96,39430,1,13.32,13.85,16.23,21.53,28.51,27700,28800,33760,44780,59300,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,5890,8.1,2.199,1.25,,,16.41,34120,1.4,14.01,14.41,16.28,17.48,19.45,29140,29980,33870,36360,40450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,11730,6.2,4.381,1.38,,,16.6,34530,0.8,13.26,14.12,16.06,17.85,21.17,27580,29370,33400,37120,44030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,7770,8.8,2.9,0.95,,,15.48,32190,1.5,13.25,13.71,14.59,16.51,18.39,27560,28520,30340,34340,38250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,6710,7.4,2.505,0.9,,,15.78,32820,1.4,13.25,13.8,14.48,16.74,18.5,27560,28710,30120,34820,38480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,4470,15.4,1.669,2.94,,,17.41,36220,1.4,14.03,15.16,16.7,18.21,21.51,29180,31530,34740,37880,44750,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,4430,6.8,1.654,1.47,,,23.28,48430,1.5,16.67,18.08,22.09,27.22,32.13,34680,37610,45940,56610,66820,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,3500,15.7,1.306,1.57,,,26.52,55160,3.2,19.72,21.23,22.77,29.26,38.56,41020,44150,47370,60850,80200,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,37740,3.1,14.095,0.99,,,17.87,37170,0.7,14.28,15.1,17.33,18.97,22.25,29700,31410,36050,39470,46270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,14340,6.5,5.355,0.97,,,15.94,33150,0.7,13.49,14.31,15.74,16.95,18.16,28060,29770,32740,35260,37760,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-2019,"Building Cleaning Workers, All Other",detailed,670,25.6,0.251,2.78,,,19.24,40020,3.9,15.74,17.12,18.46,21.24,22.71,32750,35610,38390,44180,47240,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,1700,6.1,0.634,1.03,,,20.59,42820,1.9,14.85,18.21,18.86,22.83,26.57,30890,37880,39220,47490,55270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,17470,3.5,6.524,1.07,,,19.4,40350,1,15.91,17.5,18.49,21.06,22.9,33090,36400,38460,43800,47630,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,,,,,,,22.04,45850,10,19.54,19.54,22.79,23.06,23.07,40630,40630,47410,47970,47990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,660,41.3,0.248,0.75,,,22.06,45890,1.2,20.1,21.2,21.2,22.15,24.75,41800,44100,44100,46060,51480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,300,19.7,0.111,1.41,,,24.22,50380,2.5,18.56,21.38,23.05,25.53,34.51,38600,44460,47940,53090,71780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,430,4.1,0.161,0.98,,,33.35,69380,0.9,22.85,27.79,34.85,38.57,38.57,47520,57790,72490,80220,80220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,1560,7.5,0.582,1,,,23.39,48660,1.5,15.01,17.4,21.03,27.65,35.26,31220,36180,43740,57500,73330,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,3400,6.2,1.271,1.81,,,24.85,51690,1.6,16.82,19.62,22.61,28.1,35.63,34990,40810,47040,58450,74100,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,430,11.1,0.16,1.26,,,28.53,59330,4.2,15.59,17,22.89,29.24,49.04,32420,35360,47620,60820,102010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,5240,9.7,1.956,1.11,,,17.23,35850,1,13.98,14.6,16.61,17.62,21.75,29070,30380,34540,36650,45240,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3011,Gambling Dealers,detailed,1320,2,0.494,0.93,,,19.5,40550,1.1,13.25,13.61,15.28,21.87,38.96,27560,28310,31790,45490,81030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3019,"Gambling Service Workers, All Other",detailed,320,29.2,0.121,1.38,,,14.7,30580,6,13.25,13.25,13.77,15.48,16.52,27560,27560,28650,32190,34370,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,2450,9,0.916,1.18,,,15.35,31940,0.6,13.93,14.23,14.95,16.17,16.82,28960,29600,31100,33640,34990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,6790,4.7,2.536,1.06,,,15.68,32610,1,13.37,13.66,14.87,16.18,18.87,27810,28410,30920,33660,39250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,230,38.1,0.085,0.87,,,15.3,31810,8.1,13.25,13.25,14.29,17.34,17.79,27560,27560,29710,36060,37010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,180,45.6,0.066,1.37,,,14,29120,6.3,13.25,13.25,13.25,14.29,16.59,27560,27560,27560,29710,34500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-4011,Embalmers,detailed,50,10.5,0.017,0.76,,,29,60320,3.9,22.62,24.03,29.39,30.27,40.36,47050,49980,61130,62970,83960,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-4012,Crematory Operators,detailed,70,32,0.025,1.17,,,22.43,46650,13.9,15.33,17.87,18.48,21.28,36.96,31890,37160,38440,44260,76870,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-4021,Funeral Attendants,detailed,810,9.2,0.302,1.41,,,18.43,38330,1.1,14.78,16.77,17.3,20.76,22.62,30740,34870,35990,43170,47050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,330,8.7,0.125,0.78,,,27.51,57230,5.8,15.02,16.91,26.74,33.46,46.01,31240,35160,55630,69600,95710,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,100,23,0.036,0.35,,,16.78,34890,4.7,13.25,17.06,17.38,17.38,18.2,27560,35490,36150,36150,37850,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,6170,12.7,2.305,1.19,,,20.43,42490,2.7,13.78,14.36,16.82,24.12,29.16,28660,29860,34990,50180,60650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,2100,19.4,0.784,0.82,,,17.68,36780,2,14.38,15.37,17.03,20.56,20.71,29900,31970,35410,42770,43070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,440,16.8,0.164,3.38,,,14.43,30020,1.2,13.25,13.72,14.31,14.67,15.87,27560,28540,29770,30520,33010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,1310,21.4,0.488,1.13,,,22.15,46060,4.3,13.46,14.29,19.35,27.77,34.16,28000,29730,40250,57760,71050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,420,14.2,0.159,0.84,,,16.92,35200,2.2,13.9,15.15,16.33,17.3,21.54,28920,31510,33970,35990,44800,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,1290,18.4,0.481,1.78,,,18.22,37890,1.9,15.59,16.45,17.69,18.76,21.92,32420,34220,36790,39030,45590,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,330,26.1,0.125,0.41,,,17.85,37130,3.4,13.63,14.93,16.27,20.54,24.03,28340,31060,33840,42720,49980,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,6990,10.9,2.611,0.8,,,16.54,34410,1.1,13.79,14.45,16.33,17.28,21.07,28690,30050,33970,35940,43830,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,5170,9.2,1.933,1.05,,,24.83,51640,4.6,14.14,16.64,21.56,29.76,38.69,29400,34600,44850,61900,80470,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,4230,6.5,1.578,0.85,,,17.2,35770,0.8,13.73,14.31,16.04,18.03,22.52,28560,29770,33350,37510,46840,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,2310,11,0.861,1.47,,,20.14,41880,3.4,14.74,16.12,18.12,24.05,27.76,30670,33520,37690,50020,57740,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,39-9099,"Personal Care and Service Workers, All Other",detailed,3450,10.7,1.288,3.24,,,16.5,34330,1.4,13.83,14.63,16.18,17.45,19.65,28760,30420,33660,36290,40870,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,19700,2.8,7.359,1.03,,,25.69,53440,1.1,16.79,18.26,22.77,28.67,36.69,34930,37990,47370,59640,76310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,4020,5.9,1.501,1,,,46.47,96660,3.6,21.8,30.6,38.82,56.49,78.75,45350,63640,80750,117490,163800,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,57530,4.1,21.485,0.99,,,15.41,32060,0.8,13.29,13.7,14.47,16.56,17.74,27640,28490,30100,34450,36910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-2012,Gambling Change Persons and Booth Cashiers,detailed,220,12.4,0.083,0.62,,,20.45,42540,2.5,15.24,16.39,20.79,22.58,26.45,31690,34090,43250,46970,55020,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,4790,7.4,1.789,0.7,,,20.07,41750,1.6,14.12,15.48,18.85,23.16,26.93,29370,32190,39210,48180,56010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,4340,7,1.622,0.94,,,20.61,42860,2.4,13.88,15.04,18.65,23.7,29.66,28860,31280,38790,49300,61690,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,66350,2.6,24.78,1.02,,,17.44,36270,0.8,13.46,14.2,16.06,17.6,21.86,27990,29540,33410,36620,45470,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,1150,15.6,0.429,0.6,,,,,,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,5730,9.1,2.141,0.71,,,33.59,69860,3.6,17.5,21.54,30.08,37.45,47.74,36390,44800,62570,77890,99290,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,9010,6.1,3.367,1.07,,,41.77,86890,3.2,22.86,24.45,36.4,47.46,71.04,47550,50860,75700,98710,147760,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-3041,Travel Agents,detailed,570,10.9,0.211,0.55,,,23.43,48740,3.4,17.24,18.11,22.79,28.25,28.57,35870,37670,47410,58770,59420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,23030,4.4,8.602,1.14,,,35.89,74660,1.5,17.34,22.54,30.28,42.78,62.26,36070,46880,62980,88980,129500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,4840,12.9,1.806,0.88,,,48.62,101120,3.7,22.72,28.87,47.01,63,79,47250,60060,97780,131040,164320,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,8830,11.5,3.297,0.39,,,38.55,80180,4.1,20.06,26.5,34.01,44.88,59.93,41730,55120,70730,93350,124650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9011,Demonstrators and Product Promoters,detailed,550,25,0.204,0.61,,,20.28,42170,3.6,14.63,15.91,21.63,22.99,24.78,30440,33100,44990,47820,51550,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,2900,14.2,1.084,0.83,,,32.53,67660,8,16.57,18.13,23.7,41.56,59.27,34460,37700,49300,86440,123280,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9031,Sales Engineers,detailed,630,20.5,0.235,0.6,,,70.71,147070,3.8,38.26,50.36,68.93,94.38,105.97,79580,104750,143370,196310,220420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9041,Telemarketers,detailed,800,26,0.3,0.56,,,17.03,35430,6.7,13.73,14.46,15.55,17.77,20.92,28560,30070,32340,36960,43510,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,160,47.4,0.058,1.41,,,,,,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,41-9099,"Sales and Related Workers, All Other",detailed,1120,11.5,0.418,0.56,,,20.8,43260,7.4,13.52,14.03,16.53,24.48,32.59,28120,29190,34390,50930,67780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,32110,1.6,11.994,1.21,,,33.8,70300,0.6,21.3,26.34,31.54,38.85,47.77,44310,54790,65600,80810,99370,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-2011,"Switchboard Operators, Including Answering Service",detailed,940,15.4,0.352,1.22,,,17.72,36860,3.6,13.25,15.04,17.24,19.02,23.41,27560,31290,35860,39550,48690,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-2021,Telephone Operators,detailed,90,23.6,0.033,1.11,,,20.33,42280,4.7,16.75,18.01,19.1,21.88,24.41,34840,37460,39730,45510,50780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3011,Bill and Account Collectors,detailed,3360,9.9,1.256,1,,,23.48,48850,1.7,17.7,19.84,22.23,25.13,30.31,36820,41270,46230,52270,63050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3021,Billing and Posting Clerks,detailed,6360,8.5,2.376,0.84,,,23.51,48900,1.6,17.63,19.5,22.79,26.93,30,36670,40560,47410,56010,62400,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,21600,3.9,8.066,0.82,,,25.85,53770,1.3,17.38,20.84,24.44,29.67,36.1,36150,43360,50840,61720,75080,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3041,Gambling Cage Workers,detailed,160,4.5,0.059,0.71,,,17.95,37340,0.4,13.88,15.09,17.79,20.48,22.27,28870,31380,37010,42600,46310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3051,Payroll and Timekeeping Clerks,detailed,2440,7.4,0.91,0.88,,,27.76,57750,1.6,20.85,23.19,26.95,32.06,36.39,43380,48230,56060,66680,75680,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3061,Procurement Clerks,detailed,1070,12.1,0.401,0.99,,,24.18,50300,2.8,16.18,19.73,23.87,28.43,32.36,33660,41030,49650,59120,67310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3071,Tellers,detailed,3650,9.9,1.364,0.61,,,19.42,40380,1.7,14.5,17.2,20.35,21.32,23.11,30160,35770,42320,44350,48060,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-3099,"Financial Clerks, All Other",detailed,1550,9,0.58,1.98,,,26.86,55880,1.9,20.6,23.2,26.03,30.21,34.22,42850,48260,54140,62840,71190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4011,Brokerage Clerks,detailed,1150,14.6,0.431,1.36,,,28.52,59310,3.4,23.48,25.07,27.58,29.55,36.83,48840,52150,57370,61460,76600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4021,Correspondence Clerks,detailed,80,26.6,0.031,1.03,,,21.81,45370,9.9,16.83,18.54,20.25,24.55,30.54,35000,38570,42120,51050,63530,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4031,"Court, Municipal, and License Clerks",detailed,2130,0.7,0.797,0.77,,,26.72,55580,0.2,21.46,23.59,26.99,29.74,31.54,44650,49070,56140,61860,65600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,140,22.6,0.053,0.57,,,21.7,45130,6.8,14.05,18.41,20,23,31.78,29220,38290,41600,47840,66110,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4051,Customer Service Representatives,detailed,44360,2.6,16.567,0.88,,,21.27,44240,0.8,14.66,16.9,19.03,23.37,30.52,30480,35140,39570,48610,63490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4061,"Eligibility Interviewers, Government Programs",detailed,3030,2.3,1.131,1.14,,,25.46,52950,0.4,20.61,21.88,23.48,28.27,33.93,42870,45520,48840,58800,70570,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4071,File Clerks,detailed,720,11.1,0.267,0.49,,,21.08,43850,1.9,14.55,17.23,20.74,23.79,28.58,30260,35830,43140,49480,59450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,3490,6.1,1.305,0.75,,,15.58,32410,1.1,13.25,13.78,14.84,16.94,18.48,27560,28660,30870,35240,38440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4111,"Interviewers, Except Eligibility and Loan",detailed,3900,6.7,1.455,1.38,,,21.28,44270,1,17.33,18.69,20.42,23.2,26.5,36050,38860,42460,48250,55120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4121,"Library Assistants, Clerical",detailed,1180,4.5,0.443,0.8,,,18.32,38100,0.8,13.25,15.13,16.27,20.62,24.86,27560,31460,33850,42880,51710,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4131,Loan Interviewers and Clerks,detailed,2060,12.8,0.771,0.57,,,24.21,50360,2.5,16.07,21.09,23.63,28.74,29.53,33420,43860,49140,59780,61430,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4141,New Accounts Clerks,detailed,290,31.5,0.108,0.4,,,22.88,47590,6.7,17.09,18.31,22.79,27.17,28.6,35550,38080,47400,56510,59490,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4151,Order Clerks,detailed,1140,14.4,0.426,0.7,,,20.39,42420,1.7,15.81,17.29,20.09,21.66,26.01,32870,35960,41790,45060,54090,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,2530,4.5,0.944,1.41,,,24.36,50670,0.6,17.98,20.49,23.57,27.23,31.48,37400,42620,49030,56640,65480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4171,Receptionists and Information Clerks,detailed,17160,3.4,6.411,0.97,,,18.44,38360,0.7,14.03,15.88,17.72,20.42,23.11,29180,33030,36860,42460,48070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,730,6.3,0.274,0.35,,,21.69,45110,1.8,15.3,15.56,17.9,25.3,32.02,31820,32370,37240,52620,66600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-4199,"Information and Record Clerks, All Other",detailed,2980,1.4,1.114,1.12,,,27.3,56790,0.6,18.42,21.79,27.06,32.33,36.75,38310,45330,56280,67250,76440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5011,Cargo and Freight Agents,detailed,980,19.5,0.365,0.53,,,23.33,48530,3.9,15.37,18.94,23.54,27.33,31.99,31980,39390,48960,56850,66540,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5021,Couriers and Messengers,detailed,1750,12.5,0.655,1.38,,,18.14,37720,0.8,14.9,16.42,17.67,20.05,22.09,30980,34150,36760,41700,45940,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,43-5031,Public Safety Telecommunicators,detailed,1430,1.3,0.535,0.83,,,26.83,55810,0.3,20.75,23.34,25.51,29.77,32.53,43160,48550,53050,61920,67670,,
